,profile,allocation_IMM,mean_IMM,allocation_WMPM,mean_WMPM,mean_vote
834,"((0.6, 0.4), (0.9, 0.1), (0.9, 0.1))",[0.667 0.333],0.2666666641831398,[0.9 0.1],0.20000000000000007,[0.8 0.2]
835,"((0.6, 0.4), (0.9, 0.1), (1.0, 0.0))",[0.667 0.333],0.33333333084980654,[0.9 0.1],0.1333333333333333,[0.833 0.167]
843,"((0.6, 0.4), (1.0, 0.0), (0.7, 0.3))",[0.667 0.333],0.1999999975164731,[0.7 0.3],0.13333333333333333,[0.767 0.233]
844,"((0.6, 0.4), (1.0, 0.0), (0.8, 0.2))",[0.667 0.333],0.2666666641831399,[0.8 0.2],1.3877787807814457e-16,[0.8 0.2]
845,"((0.6, 0.4), (1.0, 0.0), (0.9, 0.1))",[0.667 0.333],0.33333333084980654,[0.9 0.1],0.1333333333333333,[0.833 0.167]
846,"((0.6, 0.4), (1.0, 0.0), (1.0, 0.0))",[0.667 0.333],0.3999999975164732,[1. 0.],0.2666666666666666,[0.867 0.133]
901,"((0.7, 0.3), (0.4, 0.6), (1.0, 0.0))",[0.667 0.333],0.06666666418313988,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
911,"((0.7, 0.3), (0.5, 0.5), (0.9, 0.1))",[0.667 0.333],0.06666666418313988,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
912,"((0.7, 0.3), (0.5, 0.5), (1.0, 0.0))",[0.667 0.333],0.13333333084980653,[0.7 0.3],0.06666666666666676,[0.733 0.267]
921,"((0.7, 0.3), (0.6, 0.4), (0.8, 0.2))",[0.667 0.333],0.06666666418313966,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
922,"((0.7, 0.3), (0.6, 0.4), (0.9, 0.1))",[0.667 0.333],0.13333333084980642,[0.7 0.3],0.06666666666666665,[0.733 0.267]
923,"((0.7, 0.3), (0.6, 0.4), (1.0, 0.0))",[0.667 0.333],0.1999999975164731,[0.7 0.3],0.13333333333333333,[0.767 0.233]
941,"((0.7, 0.3), (0.8, 0.2), (0.6, 0.4))",[0.667 0.333],0.06666666418313988,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
943,"((0.7, 0.3), (0.8, 0.2), (0.8, 0.2))",[0.7 0.3],0.13333333333333333,[0.8 0.2],0.06666666666666674,[0.767 0.233]
944,"((0.7, 0.3), (0.8, 0.2), (0.9, 0.1))",[0.7 0.3],0.19999999999999998,[0.8 0.2],1.3877787807814457e-16,[0.8 0.2]
945,"((0.7, 0.3), (0.8, 0.2), (1.0, 0.0))",[0.7 0.3],0.2666666666666667,[0.8 0.2],0.06666666666666668,[0.833 0.167]
951,"((0.7, 0.3), (0.9, 0.1), (0.5, 0.5))",[0.667 0.333],0.06666666418313988,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
952,"((0.7, 0.3), (0.9, 0.1), (0.6, 0.4))",[0.667 0.333],0.13333333084980653,[0.7 0.3],0.06666666666666676,[0.733 0.267]
954,"((0.7, 0.3), (0.9, 0.1), (0.8, 0.2))",[0.7 0.3],0.20000000000000015,[0.8 0.2],1.3877787807814457e-16,[0.8 0.2]
955,"((0.7, 0.3), (0.9, 0.1), (0.9, 0.1))",[0.7 0.3],0.2666666666666667,[0.9 0.1],0.1333333333333333,[0.833 0.167]
956,"((0.7, 0.3), (0.9, 0.1), (1.0, 0.0))",[0.7 0.3],0.33333333333333337,[0.9 0.1],0.06666666666666665,[0.867 0.133]
961,"((0.7, 0.3), (1.0, 0.0), (0.4, 0.6))",[0.667 0.333],0.06666666418313988,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
962,"((0.7, 0.3), (1.0, 0.0), (0.5, 0.5))",[0.667 0.333],0.13333333084980653,[0.7 0.3],0.06666666666666676,[0.733 0.267]
963,"((0.7, 0.3), (1.0, 0.0), (0.6, 0.4))",[0.667 0.333],0.1999999975164731,[0.7 0.3],0.13333333333333333,[0.767 0.233]
965,"((0.7, 0.3), (1.0, 0.0), (0.8, 0.2))",[0.7 0.3],0.2666666666666667,[0.8 0.2],0.06666666666666668,[0.833 0.167]
966,"((0.7, 0.3), (1.0, 0.0), (0.9, 0.1))",[0.7 0.3],0.33333333333333337,[0.9 0.1],0.06666666666666665,[0.867 0.133]
967,"((0.7, 0.3), (1.0, 0.0), (1.0, 0.0))",[0.7 0.3],0.4000000000000001,[1. 0.],0.19999999999999996,[0.9 0.1]
1033,"((0.8, 0.2), (0.5, 0.5), (1.0, 0.0))",[0.667 0.333],0.1999999975164731,[0.8 0.2],0.06666666666666674,[0.767 0.233]
1041,"((0.8, 0.2), (0.6, 0.4), (0.7, 0.3))",[0.667 0.333],0.0666666641831396,[0.7 0.3],1.6653345369377348e-16,[0.7 0.3]
1043,"((0.8, 0.2), (0.6, 0.4), (0.9, 0.1))",[0.667 0.333],0.19999999751647304,[0.8 0.2],0.06666666666666679,[0.767 0.233]
1044,"((0.8, 0.2), (0.6, 0.4), (1.0, 0.0))",[0.667 0.333],0.26666666418313967,[0.8 0.2],1.3877787807814457e-16,[0.8 0.2]
1051,"((0.8, 0.2), (0.7, 0.3), (0.6, 0.4))",[0.667 0.333],0.06666666418313988,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
1053,"((0.8, 0.2), (0.7, 0.3), (0.8, 0.2))",[0.7 0.3],0.13333333333333333,[0.8 0.2],0.06666666666666674,[0.767 0.233]
1054,"((0.8, 0.2), (0.7, 0.3), (0.9, 0.1))",[0.7 0.3],0.19999999999999998,[0.8 0.2],1.3877787807814457e-16,[0.8 0.2]
1055,"((0.8, 0.2), (0.7, 0.3), (1.0, 0.0))",[0.7 0.3],0.2666666666666667,[0.8 0.2],0.06666666666666668,[0.833 0.167]
1063,"((0.8, 0.2), (0.8, 0.2), (0.7, 0.3))",[0.7 0.3],0.13333333333333333,[0.8 0.2],0.06666666666666674,[0.767 0.233]
1073,"((0.8, 0.2), (0.9, 0.1), (0.6, 0.4))",[0.667 0.333],0.19999999751647315,[0.8 0.2],0.06666666666666668,[0.767 0.233]
1074,"((0.8, 0.2), (0.9, 0.1), (0.7, 0.3))",[0.7 0.3],0.20000000000000015,[0.8 0.2],1.3877787807814457e-16,[0.8 0.2]
1076,"((0.8, 0.2), (0.9, 0.1), (0.9, 0.1))",[0.8 0.2],0.13333333333333333,[0.9 0.1],0.06666666666666665,[0.867 0.133]
1077,"((0.8, 0.2), (0.9, 0.1), (1.0, 0.0))",[0.8 0.2],0.19999999999999996,[0.9 0.1],1.3877787807814457e-17,[0.9 0.1]
1083,"((0.8, 0.2), (1.0, 0.0), (0.5, 0.5))",[0.667 0.333],0.1999999975164731,[0.8 0.2],0.06666666666666674,[0.767 0.233]
1084,"((0.8, 0.2), (1.0, 0.0), (0.6, 0.4))",[0.667 0.333],0.26666666418313967,[0.8 0.2],1.3877787807814457e-16,[0.8 0.2]
1085,"((0.8, 0.2), (1.0, 0.0), (0.7, 0.3))",[0.7 0.3],0.2666666666666667,[0.8 0.2],0.06666666666666668,[0.833 0.167]
1087,"((0.8, 0.2), (1.0, 0.0), (0.9, 0.1))",[0.8 0.2],0.19999999999999996,[0.9 0.1],1.3877787807814457e-17,[0.9 0.1]
1088,"((0.8, 0.2), (1.0, 0.0), (1.0, 0.0))",[0.8 0.2],0.26666666666666655,[1. 0.],0.13333333333333341,[0.933 0.067]
1151,"((0.9, 0.1), (0.5, 0.5), (0.7, 0.3))",[0.667 0.333],0.06666666418313966,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
1154,"((0.9, 0.1), (0.5, 0.5), (1.0, 0.0))",[0.667 0.333],0.2666666641831398,[0.9 0.1],0.20000000000000007,[0.8 0.2]
1162,"((0.9, 0.1), (0.6, 0.4), (0.7, 0.3))",[0.667 0.333],0.13333333084980653,[0.7 0.3],0.06666666666666676,[0.733 0.267]
1163,"((0.9, 0.1), (0.6, 0.4), (0.8, 0.2))",[0.667 0.333],0.1999999975164731,[0.8 0.2],0.06666666666666674,[0.767 0.233]
1164,"((0.9, 0.1), (0.6, 0.4), (0.9, 0.1))",[0.667 0.333],0.2666666641831398,[0.9 0.1],0.20000000000000007,[0.8 0.2]
1165,"((0.9, 0.1), (0.6, 0.4), (1.0, 0.0))",[0.667 0.333],0.33333333084980654,[0.9 0.1],0.1333333333333333,[0.833 0.167]
1171,"((0.9, 0.1), (0.7, 0.3), (0.5, 0.5))",[0.667 0.333],0.06666666418313988,[0.7 0.3],1.1102230246251565e-16,[0.7 0.3]
1172,"((0.9, 0.1), (0.7, 0.3), (0.6, 0.4))",[0.667 0.333],0.13333333084980653,[0.7 0.3],0.06666666666666676,[0.733 0.267]
1174,"((0.9, 0.1), (0.7, 0.3), (0.8, 0.2))",[0.7 0.3],0.20000000000000015,[0.8 0.2],1.3877787807814457e-16,[0.8 0.2]
1175,"((0.9, 0.1), (0.7, 0.3), (0.9, 0.1))",[0.7 0.3],0.2666666666666667,[0.9 0.1],0.1333333333333333,[0.833 0.167]
1176,"((0.9, 0.1), (0.7, 0.3), (1.0, 0.0))",[0.7 0.3],0.33333333333333337,[0.9 0.1],0.06666666666666665,[0.867 0.133]
1183,"((0.9, 0.1), (0.8, 0.2), (0.6, 0.4))",[0.667 0.333],0.19999999751647315,[0.8 0.2],0.06666666666666668,[0.767 0.233]
